@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
-1.22,-0.27,-0.1,0.23,-0.14,-0.71,0.1,-0.32,-0.4,-0.58,0.11,0.21,0.09,0.57,-0.14,0.29,0.01,0.04,0.05,0.55,-0.08,0.33,-0.37,-0.22,-0.16,0.04,0.53,-0.25,0.08,-0.24,0.37,-0.22,0.16,-0.21,0.03,0.03,0.48,0.105,0.22,-0.06,0.08,0.56,0.48,-0.47,-0.45,-0.41,-0.36,-0.22,0.22,-0.28,0.41,-0.8,0.42,0.05,-0.47,1.06,-2.82,0.38,-0.22,0.47,0.89,0.48,0.8,-1.54,-0.3,-0.24375,0.39,0.18,0.28,0.15,0.4,0.24,0.22,-0.27,-0.1,0.34,0.02,12.04
0.25,-0.79,-0.22,-0.54,-0.03,-0.27,0.17,-0.12,-0.27,0.06,0.23,0.11,0.03,-0.27,-0.24,0.36,-0.11,0,-0.27,0.46,0.23,-0.06,-0.236667,-0.02,0,0.07,0.14,0.17,0.23,0.19,-0.1,0,-0.21,0.01,-0.13,-1.38,0.16,0.05,0.29,0.04,0.39,-0.21,0.29,0,0,0.03,0.39,-0.87,-0.13,-0.71,0.2,-0.73,0.28,0.25,0.1,0.06,0.18,0.5,0.33,0.06,0.045,-0.35,0.44,0.49,0.23,0.06,0.32,0.12,0.12,0.29,-0.1,-0.41,-0.65,-0.07,-0.35,-0.19,0.15,43.01.03.09
0,-0.3,-0.51,-0.18,0,0.03,0.05,-0.14,-0.09,-0.16,0.27,-0.05,0.24,0.09,0.23,-0.42,0.05,-0.16,0.17,0.12,-0.16,-0.05,0.176981,0.13,-0.02,0.14,0.21,-0.74,0.12,0.4,0.08,0.17,-0.25,-0.04,-0.12,-0.02,-0.09,0.16,0.28,-0.05,0.31,0.17,0.27,-0.41,-0.32,-0.36,0.09,-0.35,-0.13,-0.25,0.32,-0.48,-0.08,0.4,0.12,0.73,0.08,-0.15,-0.11,0.0378049,-0.02,-0.25,0.09,0.04,-0.06,-0.19,0.42,0.1,-0.07,0.27,-0.12,0.08,-0.24,-0.44,0.19,-0.33,0.35,16.03.03
-0.89,-0.94,0.77,-0.04,0,-0.03,0,0.05,-0.13,-0.32,0.04,-0.08,-0.29,0.15,-0.15,0.27,0.1,-0.29,0,0.6,0.15,-0.04,-0.0647126,0.0220225,-0.0563636,-0.27,0.53,-0.51,0.2,-0.27,0.41,-0.33,0.07,-0.38,-0.07,-0.27,0.02,-0.0680952,0,-0.31,0.66,0.33,0.49,-0.3,-0.156591,-0.159101,1.61,1.46,1.3,0.46,0.72,-0.03,-0.05,-0.43,-0.34,-0.43,-0.48,-0.38,-0.43,-0.03,-1.24,-0.57,-1.16,1.03,0.25,-0.19625,0.5,-0.06,-0.26,0.02,-0.26,-0.11,-0.08,-0.76,-0.12,-0.09,-0.08,42.01
1.3,1.47,-0.3,-0.51,-1.61,-2.55,-1.09,-0.55,0.98,1.14,0.9,0.43,-0.41,-0.38,-1.18,-0.16,0.77,1.27,1.17,1.3,0.05,-0.09,-1.29,-0.83,1.26,1.49,1.03,0.13,-0.64,-1.33,-1.91,-1.12,-0.31,1.11,1.24,1.79,1.33,0.85,0.3,0.06,-0.44,-1.15,-0.83,-0.81,-0.19,0.28,-0.82,-1.21,0.32,0.46,0.96,-0.53,0.09,-0.28,-0.78,-0.09,0.3,-0.0591351,0.15,0.43,0.85,0.3,-0.14,-1.63,-0.68,0.04,-0.94,-0.34,0.43,0.55,1.03,0.81,0.54,0.39,0.45,-0.06,-0.59,11.02.03.04
0.43,0.08,-0.32,0.01,-0.48,-0.51,0.08,0.07,0,0.04,0.1,0,-0.05,0.12,-0.24,0.21,-0.16,0,0,0.47,0.32,0.04,0.28,0.27,-0.1,-0.02,0,0.17,-0.37,-0.16,-0.34,-1.83,0.1,1.1,-0.06,0.92,0.06,0.39,0.11,0.11,-0.02,0.17,0.79,0.22,0.18,-1.98,-0.74,-0.08,0.19,-0.25,0.27,-0.04,0.22,0.03,-0.01,0.07,0.12,-0.07,0.12,0.25,0.00578947,0.12,-0.2,-0.83,-0.77,-0.51,-0.56,-0.31,0.25,0.13,0.56,0.45,0.44,0.12,0.37,0.58,0.08,20.03
0.29,-0.38,0.51,1.18,-0.32,-0.24,0.31,0.11,-0.67,-1.01,-0.56,0.13,0.33,1.08,0.61,0.69,0.14,-0.39,-0.67,0.22,-0.37,0.6,0.09,0.22,-0.5,-0.97,-0.47,-0.64,0.79,0.13,1,-0.05,0.33,-0.41,0.04,-0.5,0.22,-0.178919,0.13,-0.31,0.23,1.01,0.73,-0.27,-0.04,-0.79,-1.04,0.13,0.51,-0.44,-0.88,-0.32,0.21,0.95,1.07,0.47,0.38,0.01,-0.13,-0.78,-0.13,0.0170588,-0.0838235,-0.91,-0.6,0.09,0.34,0.17,0.21,0.29,0.28,0.11,0.31,0.13,0.25,-0.62,-0.05,16.19.03
-0.49,-0.79,-0.3,-0.32,0.25,0.4,0.66,0.15,-0.05,-0.04,-0.07,0.0094052,-0.05,0.14,-0.43,-0.04,-0.37,-0.22,-0.37,-0.07,0.07,0.05,-0.00844961,-0.25,-0.4,-0.8,0.06,-0.36,0.12,-0.35,-0.35,-0.08,-0.41,-0.08,-0.04,-0.65,0.31,-0.33,-0.02,-0.15,0.1,0.64,0.52,0.69,0.62,1.22,0.0146209,-1.15,-1.65,-0.48,-0.41,-0.59,-0.21,-0.06,0.11,0.8,0.66,0.88,0.68,0.65,0.78,0.0720703,0.103594,2.44,0.46,0.36,-0.26,-0.75,-0.88,-0.57,-0.26,-0.06,-0.68,-0.32,0.14,0.32,0.06,16.01
0.5,-0.74,-0.54,-0.14,-0.14,-0.33,-0.02,-0.13,-0.07,0.21,0.32,0.12,0.17,-0.07,-0.32,-0.04,-0.11,-0.08,0.08,0.33,0.25,-0.19,-0.449677,-0.450968,-0.314194,0.0743333,0.0255172,0.134516,0.156207,0.188667,0.118276,0.0993548,-0.193929,0.0183333,-0.137241,0.0112903,0.113214,-0.0368966,0.00586207,0.0477419,0.124483,0.0313793,0.228966,0.0648485,-0.0003125,0.161212,0.37,-1.2,-0.66,-0.22,0.18,0.08,0.16,0.31,0.07,-0.22,-0.13,0.61,0.65,-0.08,0.08,0.28,0.262727,0.19,-0.81,-0.18,-0.1,0,-0.04,-0.12,-0.14,0.36,0.22,0.03,0.36,0.2,0.05,42.16
0.78,-0.58,-0.18,0.38,-0.63,-0.07,-0.57,-0.09,-0.23,0.36,-0.09,0.68,-0.19,0.36,-0.74,0.72,-0.49,0.29,-0.25,0.71,0.23,0.062,-0.53,-0.25,-0.05,0.6,0.27,0.1,0.75,-0.03,-0.17,-0.56,0.01,0.27,0.1,0.56,0.83,-0.47,0.45,-0.05,-0.1,-0.47,0.39,-0.93,-0.01,-0.7,-1.01,-0.48,-0.41,-0.44,0.63,0.54,0.56,0.32,-0.01,-0.09,-0.21,-0.01,0.17,0.41,0.24,-0.34,0.14,0.31,-0.31,0.12,-0.16,0.1,0.5,-0.09,-0.31,0.24,-0.31,0.38,-0.16,0.1,-0.4,10.03.01.01
-0.86,-0.36,-0.58,-0.0818421,-0.03,-0.25,-0.15,-0.02,0.35,0.02,0.23,0.13,-0.19,0.11,-0.87,0.21,0.08,0.11,0.39,-0.19,0.05,0.03,-0.47,-0.27,0.43,0.5,0.5,0.18,-0.24,-0.5,-0.45,-0.45,-0.2,0.23,0.41,0.4,0.51,0.5,0.63,0.03,0.07,-0.59,-0.45,-0.37,-0.34,-0.07,0.2,-0.04,0.12,0.2,-0.03,0.22,-0.02,-0.08,-0.5,0.23,-0.58,-0.1,0.3,0.01,0.07,0.0566667,0.0822222,-0.1,-0.25,-0.02,-0.2,-0.1,0.1,-0.23,0.02,0.37,0.34,-0.06,0.2,-0.18,0.08,32.07
0.2,-0.124211,-0.296,0.45,-0.47,-0.52,-0.15,0.29,0.06,-0.22,0.08,0.15,-0.37,0.61,-0.27,0.1,0.15,-0.1865,0.28,0.34,-0.06,-0.1465,0.22,0.08,0.21,-0.06,0.44,-0.48,-0.62,-0.57,0.33,-0.07,0.08,0.23,-0.34,0.12,0.55,-0.0494737,0.52,-0.32,0.08,0.55,0.12,-0.3,-0.36,-0.44,-0.27,0.1,0.42,0.29,0.04,-0.33,-0.09,0.07,-0.02,-0.11,0.32,0.34,0.26,-0.29,0.008,-0.43,-0.3,-0.65,-0.39,-0.24,-0.13,-0.17,0.04,-0.02,0.58,0.25,0.39,0.01,0.15,0.1,0.09,01.06.02.01
